Id,Departamento,Tipo,Nombre,Direccion,Telefono,Latitud,Longitud,Fuente
5646,La Paz,Supermercado,Ketal S.A.,Av. Alexander # 108,,-68.07198423,-16.53450726,gamlp
5647,La Paz,Supermercado,Ketal S.A.,Av. Rafael Pabón,,-68.08663115,-16.53356845,gamlp
5648,La Paz,Mercado,Modelo Irpavi,Av. Segundo Altamirano Esq. C. 6-Julio de la Vega Iturri,,-68.08726257,-16.52473412,gamlp
5649,La Paz,Mercado,Virgen de las Nieves (Irpavi),Av. Circunvalación,,-68.08439559,-16.51623866,gamlp
5650,La Paz,Feria,Alberto Ostria,A. Jaimes Freire,,-68.1375887,-16.51572037,gamlp
5651,La Paz,Feria,Zoilo Flores,Calle Zoilo Flores esq alm grau,,-68.13929734,-16.50608447,gamlp
5652,La Paz,Feria,Luis Lara,Calle Luis Lara,,-68.14020805,-16.50195552,gamlp
5653,La Paz,Feria,Benancio Burgoa,Calle Rodriguez,,-68.13796378,-16.49821538,gamlp
5654,La Paz,Feria,Sagarnaga,General Gonzales y sagarnaga,,-68.13974249,-16.49960027,gamlp
5655,La Paz,Feria,Eloy Salmon,Antonio Gallardo,,-68.14396858,-16.49915842,gamlp
5656,La Paz,Feria,Munaypata,Av. Florida,,-68.1604068,-16.4870326,gamlp
5657,La Paz,Feria,Miguel Aparicio,Av. Tejada Sorzano,,-68.12760628,-16.48571026,gamlp
5658,La Paz,Feria,31 de octubre,Av. 31 de octubre,,-68.11634169,-16.49031226,gamlp
5659,La Paz,Feria,Ciudad del Niño,Av. Ciudad del Niño,,-68.09836145,-16.49327763,gamlp
5660,La Paz,Feria,Las Nieves,Av. Las Nieves,,-68.0988804,-16.49683855,gamlp
5661,La Paz,Feria,8 de Calacoto,Calle 8 de Calacoto,,-68.09195051,-16.54178112,gamlp
5662,La Paz,Feria,Costanerita,Av. Costanerita,,-68.11151244,-16.52690222,gamlp
5663,La Paz,Feria,21 de Calacoto,Av. 21 de Calacoto,,-68.0770569,-16.54417924,gamlp
5664,La Paz,Feria,Max Portugal,Av. Max Portugal,,-68.10729602,-16.52038706,gamlp
5665,La Paz,Feria,Achumani,Calle 15 Achumani,,-68.07397282,-16.53181971,gamlp
5666,La Paz,Feria,Bolivar,Mercado Bolivar,,-68.14165903,-16.51332576,gamlp
5667,La Paz,Feria,Stronguest,Mercado Stronguest,,-68.13951597,-16.51600789,gamlp
5668,La Paz,MercadoMovil,Valle de la Luna,Av. Mallasa Altura Banderas,,-68.10038302,-16.56248746,gamlp
5669,La Paz,MercadoMovil,Plaza Uyuni,Plaza Uyuni,,-68.12428376,-16.49695645,gamlp
5670,La Paz,MercadoMovil,Plaza Lira,"Plaza Lira, Sopocachi",,-68.13418394,-16.51354503,gamlp
5671,La Paz,MercadoMovil,Plaza Bolivia,Plaza Bolivia,,-68.12659771,-16.5068596,gamlp
5672,La Paz,MercadoMovil,Mariscal Santa Cruz,Av. Segundo Bascones,,-68.16304059,-16.49347056,gamlp
5673,La Paz,MercadoMovil,Kupini,"Av. Escobar Uria y Periferica, interseccion Jockoni y Callapa",,-68.09447969,-16.50580812,gamlp
5674,La Paz,MercadoMovil,Jupapina,Av. Tricentenario c. 5 Jupapina,,-68.07084815,-16.59134554,gamlp
5675,La Paz,MercadoMovil,Heroes del Chaco,C. Heroes del Chaco entre 1 y 2,,-68.11063482,-16.51254972,gamlp
5676,La Paz,MercadoMovil,Hernando Siles,Av. Hernando Siles,,-68.10502905,-16.55706663,gamlp
5677,La Paz,MercadoMovil,Cosmos 85,Cosmos 85 parada del pumakatari,,-68.0942647,-16.48669262,gamlp
5678,La Paz,MercadoMovil,Chuquiaguillo,Av. Ramiro Castillo,,-68.10214186,-16.45941393,gamlp
5679,La Paz,MercadoMovil,Casegural,Wilacota,,-68.04123206,-16.53221486,gamlp
5680,La Paz,MercadoMovil,Caja Ferroviaria,"Caja Ferroviaria, Altura Rotonda",,-68.14918619,-16.45012277,gamlp
5681,La Paz,MercadoMovil,Baden Pawell,Plaza Baden Pawell (calles Jaimes y Mariaca),,-68.11731154,-16.5046852,gamlp
5682,La Paz,MercadoMovil,9 de abril,Av. 5 de agosto,,-68.15243608,-16.50610339,gamlp
5683,La Paz,MercadoMovil,24 de junio,Cancha Zona 24 de junio,,-68.10839864,-16.48014978,gamlp
5684,La Paz,MercadoMovil,23 de marzo,FInaL 23 MARZO (INGRESO VALLE DE LAS FLORES ZOna PAMPAHASI,,-68.09989064,-16.49904508,gamlp
5685,La Paz,MercadoMovil,Plaza Riosinio,Av. Armentia,,-68.13563562,-16.49150391,gamlp
5686,La Paz,MercadoMovil,Almirante Grau,Irpavi calle 5,,-68.08741078,-16.52420109,gamlp
5687,La Paz,MercadoMovil,18 de obrajes,obrajes calle 18,,-68.10841317,-16.52713912,gamlp
5688,La Paz,MercadoMovil,Universidad Saleciana,"Av. Chacaltaya, Altura Universidad Saleciana",,-68.15009201,-16.47750364,gamlp
5689,La Paz,MercadoMovil,Cupilupaca,"Av. Periferica, Zona Cupilupaca",,-68.13011756,-16.47960454,gamlp
5690,La Paz,MercadoMovil,Hogares Fatima,Zona Hogares Fatima,,-68.11801525,-16.46943643,gamlp
5691,La Paz,MercadoMovil,Plaza El Condor,"Av. Landaeta, media cuadra mas arriba de la plaza el condor",,-68.1360476,-16.50950069,gamlp
5692,La Paz,MercadoMovil,San Lorenzo,"Av. San Lorenzo, Sede Social",,-68.15111128,-16.44671852,gamlp
5693,La Paz,MercadoMovil,Plaza Andrew,Plaza Andrew,,-68.13585008,-16.51114499,gamlp
5694,La Paz,MercadoMovil,Av. Mario Mercado,"Av. Mario Mercado, frente a la UE Hugo Chavez",,-68.12657628,-16.53148052,gamlp
5695,La Paz,MercadoMovil,Tres Fuerzas,Av. Alexander,,-68.07398092,-16.53586007,gamlp
5696,La Paz,MercadoMovil,Virgen de La Merced,,,-68.06975556,-16.54153582,gamlp
5697,La Paz,MercadoMovil,Alto Obrajes,Alto Obrajes Sector D,,-68.10296242,-16.52001651,gamlp
5698,La Paz,MercadoMovil,Bajo Seguencoma,Bajo Seguencoma,,-68.09588988,-16.54013216,gamlp
5699,La Paz,ServiciosFinancieros,Banco nacional de Bolivia S.A.,"AV. CAMACHO Nº 1312, ESQ. COLON, ZOna CENTRAL",,-68.13412215,-16.49903475,gamlp
5700,La Paz,ServiciosFinancieros,Banco nacional de Bolivia S.A.,"CALLE SEBASTIAN SEGUROLA Nº 1050, ZOna GRAN PODER",,-68.14136944,-16.49975556,gamlp
5701,La Paz,ServiciosFinancieros,Banco nacional de Bolivia S.A.,"AV. CAMACHO Nº 1296, ESQ. COLON, ZOna CENTRAL",,-68.13432349,-16.49895817,gamlp
5702,La Paz,ServiciosFinancieros,Banco nacional de Bolivia S.A.,"AV. CAMACHO Nº 1296, ESQ. COLON, ZOna CENTRAL",,-68.13446516,-16.49892206,gamlp
5703,La Paz,ServiciosFinancieros,Banco nacional de Bolivia S.A.,"AV. 20 DE OCTUBRE Nº 2095, ESQ. ASPIAZU, ZOna SOPOCACHI",,-68.1295694,-16.50713309,gamlp
5704,La Paz,ServiciosFinancieros,Banco nacional de Bolivia S.A.,"AV. GARCI�A LANZA Nº 1484, ESQ. CALLE 13, ZOna ACHUMANI",,-68.07467883,-16.53372686,gamlp
5705,La Paz,ServiciosFinancieros,Banco nacional de Bolivia S.A.,"CALLE TUMUSLA Nº 705, ESQ. AV. BUENOS AIRES, ZOna 14 DE SEPTIEMBRE",,-68.14435513,-16.49550446,gamlp
5706,La Paz,ServiciosFinancieros,Banco nacional de Bolivia S.A.,"AV. CAMACHO Nº 1312, ESQ. COLON, ZOna CENTRAL",,-68.13412771,-16.49902919,gamlp
5707,La Paz,ServiciosFinancieros,Banco nacional de Bolivia S.A.,"AV. RAFAEL PABON, COMPLEJO MEGA CENTER, ZOna IRPAVI",,-68.08720278,-16.53200278,gamlp
5708,La Paz,ServiciosFinancieros,Banco nacional de Bolivia S.A.,"AV. HEROES DEL PACI�FICO Nº 1384, CASI ESQ. EE.UU., ZOna MIRAFLORES",,-68.12235154,-16.49536653,gamlp
5709,La Paz,ServiciosFinancieros,Banco nacional de Bolivia S.A.,"AV. MONTES Nº 744, ESQ. JOSE MARIA SERRANO, ZOna CENTRAL",,-68.13740661,-16.49316974,gamlp
5710,La Paz,ServiciosFinancieros,Banco nacional de Bolivia S.A.,"AV. MONTENEGRO N° 1420, EDIF. SAN MIGUEL ARCA�NGEL, ZOna SAN MIGUEL",,-68.07885556,-16.54051944,gamlp
5711,La Paz,ServiciosFinancieros,Banco nacional de Bolivia S.A.,"AV. GARCIA LANZA N° 1484, ESQ. CALLE 13, ZOna ACHUMANI",,-68.07447963,-16.533565,gamlp
5712,La Paz,ServiciosFinancieros,Banco nacional de Bolivia S.A.,"CALLE BELISARIO SALInaS NÂº 525, ZOna SOPOCACHI",,-68.1277356,-16.51097593,gamlp
5713,La Paz,ServiciosFinancieros,Banco nacional de Bolivia S.A.,"AV. HERnaNDO SILES Nº 247 ESQ. CALLE 12, EDIFICIO REIna ESTHER PB, ZOna OBRAJES",,-68.10522778,-16.52761944,gamlp
5714,La Paz,ServiciosFinancieros,Banco Mercantil Santa Cruz S.A.,AYACUCHO ESQ. MERCADO No 295,,-68.13448983,-16.4976453,gamlp
5715,La Paz,ServiciosFinancieros,Banco Mercantil Santa Cruz S.A.,"CALLE 16 No 7, FRENTE AL MERCADO DE ACHUMANI",,-68.07327979,-16.5304605,gamlp
5716,La Paz,ServiciosFinancieros,Banco Mercantil Santa Cruz S.A.,AVENIDA BALLIVIA�N No 475,,-68.08917778,-16.54013889,gamlp
5717,La Paz,ServiciosFinancieros,Banco Mercantil Santa Cruz S.A.,AVENIDA CAMACHO No 1448,,-68.13289444,-16.49964167,gamlp
5718,La Paz,ServiciosFinancieros,Banco Mercantil Santa Cruz S.A.,MERCADO No 1190 EDIFICIO ELECTRA PB,,-68.13469336,-16.49751457,gamlp
5719,La Paz,ServiciosFinancieros,Banco Mercantil Santa Cruz S.A.,CALLE ELOY SALMON No 820,,-68.14777778,-16.49841667,gamlp
5720,La Paz,ServiciosFinancieros,Banco Mercantil Santa Cruz S.A.,PLAZA ISABEL LA CATOLICA ESQ. PEDRO SALAZAR EDIFICIO MENDIETA PB,,-68.12451182,-16.5097071,gamlp
5721,La Paz,ServiciosFinancieros,Banco Mercantil Santa Cruz S.A.,AVENIDA RAFAEL PABON S/N ZOna IRPAVI. MEGACENTER LA PAZ LOCA C 12,,-68.08694444,-16.53194444,gamlp
5722,La Paz,ServiciosFinancieros,Banco Mercantil Santa Cruz S.A.,DIAZ ROMERO No 1399 ESQUIna GAMARRA,,-68.12129722,-16.50138889,gamlp
5723,La Paz,ServiciosFinancieros,Banco Mercantil Santa Cruz S.A.,AVENIDA HERnaNDO SILES ESQUIna CALLE 10 (EDIFICIO TUNUPA LOCAL 2).,,-68.10697402,-16.52667776,gamlp
5724,La Paz,ServiciosFinancieros,Banco Mercantil Santa Cruz S.A.,AVENIDA ISMAEL MONTES N  741,,-68.1370212,-16.49326916,gamlp
5725,La Paz,ServiciosFinancieros,Banco Mercantil Santa Cruz S.A.,AVENIDA BALLIVIAN No 1426 ESQUIna CALLE 21 - CALACOTO,,-68.07820278,-16.53916667,gamlp
5726,La Paz,ServiciosFinancieros,Banco Mercantil Santa Cruz S.A.,CALLE TUMUSLA No 734,,-68.14476312,-16.4953335,gamlp
5727,La Paz,ServiciosFinancieros,Banco Mercantil Santa Cruz S.A.,CALLE AYACUCHO 267,,-68.13459167,-16.49796389,gamlp
5728,La Paz,ServiciosFinancieros,Banco Mercantil Santa Cruz S.A.,"AV. VICTOR SANJINEZ, EDIFICIO BARCELOna 2678 (PLAZA ESPAÑA)",,-68.12899232,-16.51432966,gamlp
5729,La Paz,ServiciosFinancieros,Banco Mercantil Santa Cruz S.A.,"AV. SANCHEZ BUSTAMANTE ESQ. CALLE 14 CALACOTO, EDIFICIO METROBOL 7995",,-68.08507877,-16.54021925,gamlp
5730,La Paz,ServiciosFinancieros,Banco Mercantil Santa Cruz S.A.,AVENIDA FUERZA naVAL 7720 ESQ. CALLE 20 DE CALACOTO,,-68.07888889,-16.53727778,gamlp
5731,La Paz,ServiciosFinancieros,Banco nacional de Bolivia S.A.,"AV. DE LAS AMERICAS Nº 396, ZOna VILLA FATIMA",,-68.11966111,-16.47771667,gamlp
5732,La Paz,ServiciosFinancieros,Banco Mercantil Santa Cruz S.A.,"CALLE 21 DE CALACOTO Nº 8511, ENTRE AVENIDA COSTANERA Y AVENIDA JOSE AGUIRRE ACHA�",,-68.07651037,-16.5454001,gamlp
5733,La Paz,ServiciosFinancieros,Banco Mercantil Santa Cruz S.A.,AVENIDA 31 DE OCTUBRE NO. 1536.,,-68.11670634,-16.49617394,gamlp
5734,La Paz,ServiciosFinancieros,Banco Mercantil Santa Cruz S.A.,AV. LAS AMERICAS S/N ESQ. CALLE PUENTE VILLA - EXFAB. DE CHOCOLATES COROna,,-68.12073631,-16.4794984,gamlp
5735,La Paz,ServiciosFinancieros,Banco de Crédito de Bolivia S.A.,Av. Hernado Siles esq. Calle 10 - Obrajes,,-68.10715278,-16.52687222,gamlp
5736,La Paz,ServiciosFinancieros,Banco de Crédito de Bolivia S.A.,"Av. Arce Nro. 2355, Edificio Cobija de la zona de Sopocachi",,-68.12557222,-16.50809167,gamlp
5737,La Paz,ServiciosFinancieros,Banco de Crédito de Bolivia S.A.,Calle Landaeta y pasaje Ondarza Nro. 2,,-68.13149722,-16.50473889,gamlp
5738,La Paz,ServiciosFinancieros,Banco de Crédito de Bolivia S.A.,Av. Tejada Sorzano Nº250 - Villa Fatima,,-68.121375,-16.48043333,gamlp
5739,La Paz,ServiciosFinancieros,Banco de Crédito de Bolivia S.A.,Calle Colón esquina Mercado N 1308,,-68.13342681,-16.49831084,gamlp
5740,La Paz,ServiciosFinancieros,Banco de Crédito de Bolivia S.A.,"Avenida 20 de Octubre 2315, entre Belisario Salinas y Rosendo Gutierrez",,-68.12735789,-16.50912181,gamlp
5741,La Paz,ServiciosFinancieros,Banco de Crédito de Bolivia S.A.,"Calle 16 de Achumani N 6, Mercado de Achumani",,-68.07319848,-16.53058008,gamlp
5742,La Paz,ServiciosFinancieros,Banco de Crédito de Bolivia S.A.,Calle Comercio esquina Yanacocha N 994,,-68.13493895,-16.49526036,gamlp
5743,La Paz,ServiciosFinancieros,Banco de Crédito de Bolivia S.A.,"Avenida Montenegro esquina calle 21, Calacoto",,-68.07799192,-16.53998294,gamlp
5744,La Paz,ServiciosFinancieros,Banco de Crédito de Bolivia S.A.,Avenida Saavedra N 1845,,-68.1229801,-16.5011345,gamlp
5745,La Paz,ServiciosFinancieros,Banco de Crédito de Bolivia S.A.,"Avenida Tumusla No. 753 entre Av. Buenos Aires y Plaza Garita de Lima, Zona 14 de septiembre",,-68.14480281,-16.49556349,gamlp
5746,La Paz,ServiciosFinancieros,Banco de Crédito de Bolivia S.A.,Avenida Arce esquina Romecín Campos N 2675,,-68.12183645,-16.51172308,gamlp
5747,La Paz,ServiciosFinancieros,Banco de Crédito de Bolivia S.A.,"Av. Rafael Pabon Barrio Irpavi, local C15 Megacenter",,-68.08678056,-16.53218889,gamlp
5748,La Paz,ServiciosFinancieros,Banco de Crédito de Bolivia S.A.,Av. Ballivian Nº 1059,,-68.08147431,-16.53860152,gamlp
5749,La Paz,ServiciosFinancieros,Banco Do Brasil S.A.- Sucursal Bolivia,"Avenida 20 de Octubre esquina Campos NÂº 2665, Edificio Torre Azul Piso 14",,-68.12345,-16.51284167,gamlp
5750,La Paz,ServiciosFinancieros,Banco BISA S.A.,"Av. Kollasuyo No. 1442 entre Calles Bustillos y Jose María Asín, Zona El Tejar",,-68.15254772,-16.49441594,gamlp
5751,La Paz,ServiciosFinancieros,Banco BISA S.A.,Av. 16 de Julio El Prado No. 1628,,-68.13279077,-16.50202162,gamlp
5752,La Paz,ServiciosFinancieros,Banco BISA S.A.,Av. 16 de Julio El Prado No. 1628,,-68.13279077,-16.50202162,gamlp
5753,La Paz,ServiciosFinancieros,Banco BISA S.A.,Av. Arequipa Nº 8221 Interior Local 9.,,-68.09143333,-16.54476389,gamlp
5754,La Paz,ServiciosFinancieros,Banco BISA S.A.,Av. Camacho Nº 1333,,-68.13384515,-16.4989209,gamlp
5755,La Paz,ServiciosFinancieros,Banco BISA S.A.,Av. Arce Nº 2572 esq. Hermanos Manchego.,,-68.12379089,-16.50993878,gamlp
5756,La Paz,ServiciosFinancieros,Banco BISA S.A.,Calle Rosendo Gutierrez Nº 469 entre Av. 20 de Octubre y Sanchez Lima.,,-68.12793654,-16.50945296,gamlp
5757,La Paz,ServiciosFinancieros,Banco BISA S.A.,Calle Potosí Nº 1012 entre calles Yanacocha y Socabaya.,,-68.13502292,-16.49615479,gamlp
5758,La Paz,ServiciosFinancieros,Banco BISA S.A.,"Av. Ballivián Nº 1461 entre calles 21 y 22, Calacoto.",,-68.07715,-16.53885278,gamlp
5759,La Paz,ServiciosFinancieros,Banco BISA S.A.,Av. 14 de Septiembre Nº 40 esq. calle 17. Obrajes.,,-68.10062222,-16.52944722,gamlp
5760,La Paz,ServiciosFinancieros,Banco BISA S.A.,"Calle 16 No. 5, Zona Achumani",,-68.07313763,-16.53067676,gamlp
5761,La Paz,ServiciosFinancieros,Banco BISA S.A.,"Av. Rafael Pabon, distrito 44, manzano 2546, Local Comercial C-16, Irpavi",,-68.08656944,-16.53295833,gamlp
5762,La Paz,ServiciosFinancieros,Banco BISA S.A.,"Calle Tumusla No. 757, Zona 14 de Septiembre",,-68.14481768,-16.49535041,gamlp
5763,La Paz,ServiciosFinancieros,Banco BISA S.A.,"Av. Saavedra Nº 1594, Esquina Calle Posnasky, Zona Miraflores.",,-68.12436902,-16.49790854,gamlp
5764,La Paz,ServiciosFinancieros,Banco BISA S.A.,Av. Arce Nº 2780 Zona San Jorge,,-68.12133333,-16.51283889,gamlp
5765,La Paz,ServiciosFinancieros,Banco BISA S.A.,Av. Arce Nº 2631. Edificio Multicine.,,-68.12225974,-16.51123319,gamlp
5766,La Paz,ServiciosFinancieros,Banco Unión S.A.,Avenida Illimani s/n.lado Electropaz,,-68.12606652,-16.4993958,gamlp
5767,La Paz,ServiciosFinancieros,Banco Unión S.A.,"Avenida Busch NÂº 1333, zona Miraflores",,-68.12110095,-16.49554202,gamlp
5768,La Paz,ServiciosFinancieros,Banco Unión S.A.,"Plaza Venezuela NÂº 1413, en instalaciones de Toyosa S.A.",,-68.13360174,-16.50043082,gamlp
5769,La Paz,ServiciosFinancieros,Banco Unión S.A.,"Calle Federico Zuazo Nº1771,(interior instalaciones Edificio Entel)",,-68.13015789,-16.50236831,gamlp
5770,La Paz,ServiciosFinancieros,Banco Unión S.A.,"Avenida Tito Yupanqui Nº 1261,esquina calle Rafael Ballivian,zona este.",,-68.11705179,-16.49389324,gamlp
5771,La Paz,ServiciosFinancieros,Banco Unión S.A.,"Avenida Saavedra,(en el interior de los predios del Estado Mayor del Ejecito),zona Miraflores.",,-68.11860833,-16.50996389,gamlp
5772,La Paz,ServiciosFinancieros,Banco Unión S.A.,"Avenida Montes Nº 101,esquina Calle Pando,zona San Sebastian.",,-68.10640854,-16.4910326,gamlp
5773,La Paz,ServiciosFinancieros,Banco Unión S.A.,"Plaza Isabel La católica 2479, zona Sopocachi.",,-68.12429776,-16.50879692,gamlp
5774,La Paz,ServiciosFinancieros,Banco Unión S.A.,"Pasaje Marina Nuñez del Prado s/n entre calles Bueno y Loayza, zona Central.",,-68.133175,-16.49994722,gamlp
5775,La Paz,ServiciosFinancieros,Banco Unión S.A.,Av. Montenegro # 966 (frente Colegio Loretto) San Miguel,,-68.07858633,-16.54521212,gamlp
5776,La Paz,ServiciosFinancieros,Banco Unión S.A.,Av. 20 de Octubre No. 2036,,-68.13047452,-16.50657526,gamlp
5777,La Paz,ServiciosFinancieros,Banco Unión S.A.,"Palacio de Comunicaciones Av.Mcal Santa Cruz Esq,Oruro",,-68.13513611,-16.49925833,gamlp
5778,La Paz,ServiciosFinancieros,Banco Unión S.A.,c. Yanacocha esq. Mercado (min. Trabajo),,-68.13491568,-16.49720624,gamlp
5779,La Paz,ServiciosFinancieros,Banco Unión S.A.,Av. Camacho No. 1413 esq. Loayza Edf. BOA,,-68.13312333,-16.49927608,gamlp
5780,La Paz,ServiciosFinancieros,Banco Unión S.A.,Av. Camacho # 1416 esq. Looayza,,-68.13316329,-16.49951309,gamlp
5781,La Paz,ServiciosFinancieros,Banco Unión S.A.,Av. Buenos Aires # 572,,-68.14426389,-16.49490278,gamlp
5782,La Paz,ServiciosFinancieros,Banco Unión S.A.,Calle Hugo Estrada # 80 esq. Guerrilleros Lanza,,-68.12292222,-16.49836389,gamlp
5783,La Paz,ServiciosFinancieros,Banco Unión S.A.,Av. Montenegro # 1365,,-68.07961449,-16.54054447,gamlp
5784,La Paz,ServiciosFinancieros,Banco Unión S.A.,Calle Zoilo Flores # 520,,-68.13683375,-16.50298961,gamlp
5785,La Paz,ServiciosFinancieros,Banco Unión S.A.,Calle Belisario Salinas No.482 Edificio Alcides Arguedas.,,-68.12733245,-16.51033306,gamlp
5786,La Paz,ServiciosFinancieros,Banco Unión S.A.,"Calle Pedro de la Gasca, esquina Eloy Salmon Nº 691.",,-68.14254438,-16.49777547,gamlp
5787,La Paz,ServiciosFinancieros,Banco Unión S.A.,Av. Montes # 725,,-68.13696395,-16.4934649,gamlp
5788,La Paz,ServiciosFinancieros,Banco Unión S.A.,"C. Mercado Edif. Ballivian PB, of. 6, entre Loayza y Colon",,-68.13323476,-16.49840532,gamlp
5789,La Paz,ServiciosFinancieros,Banco Económico S.A.,"La  Paz  Av. Camacho NÂº 1245, Zona Central",,-68.13367304,-16.49900301,gamlp
5790,La Paz,ServiciosFinancieros,Banco Económico S.A.,La Paz Av. Principal â€œLos Pinosâ€� (lado aeronáutico) Calle casi Esq. 25.,,-68.06931944,-16.54538056,gamlp
5791,La Paz,ServiciosFinancieros,Banco Económico S.A.,"La Paz Calle Tumusla No. 758, entre Buenos Aires y la Plazuela Garita de Lima.",,-68.14509521,-16.49541013,gamlp
5792,La Paz,ServiciosFinancieros,Banco Económico S.A.,La Paz Calle Sagarnaga NÂº 519 Esq. Max Paredes.,,-68.14035264,-16.49929124,gamlp
5793,La Paz,ServiciosFinancieros,Banco Económico S.A.,Avenida Ballivian esquina calle # 16 de Calacoto NÂº 1020. Zona sur de la ciudad.,,-68.08329167,-16.53911111,gamlp
5794,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Av. Juan XXIII, esquina Calle San Juan #66, Zona Villa Armonía.",,-68.11275427,-16.50815171,gamlp
5795,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Av. Hernando Siles #6204, esquina Calle 16, Zona Obrajes.",,-68.10207545,-16.52965933,gamlp
5796,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Av. Baltazar de Salas #904, Zona Vino Tinto.",,-68.13989689,-16.48148655,gamlp
5797,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Calle Yungas #936, frente al Mercado Yungas, Zona Santa Bárbara - Punto Entel.",,-68.12829733,-16.4975201,gamlp
5798,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Av. Final Kollasuyo #120 (Av. Alcides Arguedas)casi esquina Av. naciones Unidas, zona La Portada.",,-68.16761667,-16.48876111,gamlp
5799,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Av. Armando Escobar Uría #77 entre calle Alejandro Barrizueta y Av. Rogelio Carrillo, zona Kupini - Internet.",,-68.09813056,-16.50895,gamlp
5800,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Av. Ramos Gavilán #1337, Z. Achachicala - Centro de Salud SIMEQ.",,-68.14945071,-16.47636909,gamlp
5801,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Calle A #1654, esquina Calle 1 , Av. Periférica (Av. Gral. Juan Jose Torrez), frente al Colegio La Merced, Z. Alto la Merced - Salón de Belleza Esperanza.",,-68.1191867,-16.46564397,gamlp
5802,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Av.15 de Abril #490, Zona Villa Fátima- Hotel Santa Isabel.",,-68.11811419,-16.47613354,gamlp
5803,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Av.31 de Octubre #1870, esquina Calle 7, Zona Bajo San Antonio.",,-68.11314771,-16.50001929,gamlp
5804,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Av. Buenos Aires #1313, a media cuadra del Mercado Hinojosa, Zona Villa Nuevo Potosí.",,-68.14388889,-16.50413056,gamlp
5805,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Av. Jaimes Freyre # 1784, casi esquina calle Landaeta, zona Tembladerani.",,-68.1427,-16.51160556,gamlp
5806,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Calle Santa Cruz #242, entre Calle Murillo y Calle Illampu, zona El Rosario - Hostal Blanquita.",,-68.13866389,-16.49576389,gamlp
5807,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Calle Nicolás Acosta #289, esquina Cañada Strongest.",,-68.13444722,-16.50246111,gamlp
5808,La Paz,ServiciosFinancieros,Banco Solidario S.A.,Calle Evaristo Valle #136.,,-68.13752295,-16.49396401,gamlp
5809,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Av. Muñoz Reyes #32, entre Calles 32 y 33, Zona Cota Cota.",,-68.06058333,-16.54128056,gamlp
5810,La Paz,ServiciosFinancieros,Banco Solidario S.A.,Calle Evaristo Valle #136.,,-68.13755871,-16.49393936,gamlp
5811,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Calle Nicolás Acosta #289, esquina Cañada Strongest.",,-68.13445,-16.502425,gamlp
5812,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Av. Buenos Aires #708, casi esquina Max Paredes.",,-68.14454457,-16.49668416,gamlp
5813,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Av. Tejada Sorzano #305 (Av. de las Américas) , esquina Alto Beni.",,-68.1213835,-16.48099327,gamlp
5814,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Plaza Tejada Sorzano (Plaza del Estadio) #1392, Edif. Radio Club La Paz.",,-68.12416317,-16.49889611,gamlp
5815,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Calle Manuel Bustillos #745, Zona El Tejar.",,-68.15355016,-16.49498853,gamlp
5816,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Calle 21 de Calacoto #394, entre Av. Ballivian y Julio Patiño, Zona San Miguel, frente a la Iglesia San Miguel.",,-68.078175,-16.53926389,gamlp
5817,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Calle Ballivián, esquina Colón #1285.",,-68.13219811,-16.49592643,gamlp
5818,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Av. Camacho #1499, esquina Calle Bueno, Edif. La Urbana.",,-68.13198076,-16.49976426,gamlp
5819,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Av. 31 de Octubre #1542, Cruce Villas Copacabana y San Antonio.",,-68.11668042,-16.49629614,gamlp
5820,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Calle Maximiliano Paredes, esquina Antonio Gallardo #514 y 844, Zona Gran Poder.",,-68.14076314,-16.49871294,gamlp
5821,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Av. Florida #4369, esquina Calle 6, dos cuadras antes del Zoológico.",,-68.08581015,-16.56980104,gamlp
5822,La Paz,ServiciosFinancieros,Banco Solidario S.A.,"Landaeta #1081, a una cuadra antes de llegar al Estadio Bolivar, Z.Tembladerani - Punto Cotel.",,-68.14042311,-16.51176971,gamlp
